x1,x2,x3,x4,y
46.444966596216396,57.01384561530767,11.928116820273956,25.85183169420278,1.0
37.12819620244381,59.523072749104344,7.821357642026907,19.228804838829166,1.0
36.446771966459835,-0.9758611416169245,8.39447567553106,-10.424044413436715,1.0
50.34991713969552,21.483235553444796,11.082810716078889,21.117521838283867,0.0
45.72081107759679,9.802985092284718,9.591727398064286,10.688967192651356,1.0
52.57985540397087,40.791027301326274,13.043919611308807,28.16309198534818,0.0
53.525087745907314,33.75085079665363,14.243427691879997,27.937965666849284,0.0
66.2664481014428,9.578485516123255,16.51960945345501,20.479105172734737,0.0
26.46155646721527,29.43067274440515,4.24033314363212,6.951234929899636,1.0
16.625529266740124,27.253780834905733,-0.27154976303509615,1.513945867626194,1.0
49.95200140048901,39.505298851335375,11.260433189104209,25.792354639077583,1.0
40.9041104471967,35.28279830463546,7.399088396691046,19.194769077700762,1.0
50.30576577361067,25.379659664916048,11.40851018089518,22.0977992059689,0.0
40.52124981950196,37.94799302823877,8.586979643017923,18.342267535889064,1.0
34.795155746070094,5.0182684775996975,5.377135980380024,0.9196839012358471,1.0
75.37312248082318,51.76293661128066,20.26998480874187,49.93601545820107,0.0
58.685803413976274,49.566939550619935,15.121443027698458,36.8795429464794,0.0
32.63009788629811,39.0654525547107,6.395246553180424,12.168723953369057,1.0
47.561203672874875,20.841545868670394,10.32452736800943,17.502301816451862,1.0
37.05960448825111,51.494273951305445,7.404989319511489,16.896504018324833,1.0
70.50652921439526,23.050594152428886,19.178585263848888,34.3630152262192,0.0
56.629403807429014,82.03302110510415,14.491025215063257,40.95692083584289,1.0
47.8451638028447,22.455338050019588,10.762017599043883,20.812737399517225,0.0
27.65561914503295,59.47340874304891,4.608455948269744,10.639468959046994,1.0
32.09085975679814,25.23710918045324,4.848146223725093,9.982326156059091,1.0
58.50258785339119,35.90219206538471,14.18598990196654,30.17937012495161,0.0
24.62916685234411,23.067370650573068,4.553451044702117,6.130821419796067,1.0
52.54524586671002,42.045235628570275,12.208353759743472,32.00096603213682,1.0
36.016345369141376,50.9598146761077,6.83816387198534,18.07594666347036,1.0
40.155082351575096,22.7659674207015,10.111474552471746,13.802978308009004,1.0
52.07167243796355,35.580126197756215,10.27061793705551,26.6882298419548,1.0
44.69417411020499,44.810463859848326,9.286616395732256,25.667027041528268,1.0
43.4186709145785,22.438309035626542,9.84740185902745,17.48446801708807,1.0
37.47677743134838,21.85497899928025,7.520235310240856,12.100730571449038,1.0
47.284234528328845,39.71842594123577,10.049665687118573,24.684683233400747,1.0
59.355852591345624,52.34432646372004,13.560269055594484,36.6953761999333,0.0
44.526383327519525,54.807356007531055,10.358748314411358,24.436369776426893,1.0
55.22524749896335,44.99584274096626,12.3666722680755,33.22647432219116,0.0
65.19432238445579,56.71974389825023,16.45806257396174,41.875771093247025,0.0
35.08328010961931,31.041995573502046,5.306770190400825,14.338664834153484,1.0
61.09333794790472,37.850497735846254,16.64977275262338,33.80256083751681,0.0
54.512939769564895,53.765783032540384,14.588643354282034,33.7107509650005,0.0
60.96848748380924,54.57167133124054,15.904197614710272,40.13015540300155,0.0
52.636458994167896,8.266623834911051,12.145427629807958,12.737003445490114,0.0
42.094084494158786,49.99405948412995,7.187927050375043,23.473694809355102,1.0
48.49143265415091,23.188149809932213,12.135971574132492,19.87209829412763,0.0
43.370850230870516,47.78005923514047,9.344869731441188,23.096704114078953,1.0
57.3712834545578,31.697757052990603,11.82028743275082,29.250445705666117,0.0
67.85593298977867,39.4219683281739,18.339997788895715,39.58385885591208,0.0
53.10396891582203,29.21457397342158,14.254983452438344,25.470519787244967,0.0
67.83772604164629,17.94828524884208,18.62619169344285,27.310389145635238,0.0
59.8342828235472,33.93268332696759,13.916338497126961,31.61219599310716,0.0
57.7082908492912,45.0355568052551,13.37180750917782,31.9323374738799,0.0
60.68620337391288,55.387566779695625,16.721605917083,38.67668679841668,0.0
54.7784557509742,19.952984784323338,13.515727839725015,24.722326414819406,1.0
53.703994147644835,24.312758599762,12.64990126853924,24.065641675822,1.0
62.35760808127024,43.19609343418467,16.421950138215394,37.917983974278094,1.0
42.6914759341122,51.03429948670289,8.167486704437769,23.712247771008744,1.0
51.97703618160925,41.428488228482756,12.899417240333396,29.40191665865307,1.0
65.95952888631943,7.567373923432363,17.337624674259665,17.317040012325666,0.0
33.2717591984599,37.623891820702866,4.661422210494676,13.405840163321345,1.0
49.5656933710015,-4.398595679106421,12.596560353254413,3.2952163343748166,0.0
62.66078329019844,48.714170905445464,14.823178354202557,36.96367500836222,0.0
73.84396103858948,34.99225803351633,20.977145579403718,40.60946319482627,0.0
50.36519494771193,69.45796468642462,12.784505213603708,33.0931337064042,0.0
69.03570055959509,26.986258486695384,17.72242306096762,35.80890013959954,0.0
51.38657757948807,37.02108843854168,10.284004497178435,27.052426430122406,1.0
63.826140140053965,33.194525297277025,16.63692989061024,34.38967923085541,0.0
23.03415447047696,37.69286800915704,2.3555975612984286,6.464800623613728,1.0
41.845289124088424,34.87559324937122,9.688928386578878,19.332818685012505,1.0
37.362569082659654,43.67931277445446,6.557994642649286,19.391148085726876,1.0
63.22282021091057,53.162232120850305,17.279619680541888,41.25771042339255,0.0
72.67583772338683,43.405106705591706,19.746418549006556,43.124082319762785,0.0
31.563582886420857,53.55546357564347,5.955023309268439,14.776425469715845,1.0
54.474067544352266,47.3762390026191,11.854741754591933,32.958139869599485,1.0
55.96534362005971,61.69741955153283,13.733408782650757,36.03613702159674,0.0
72.61065681475051,29.008750013754973,18.62314689693409,37.134876651530824,0.0
37.85762232293271,27.468495484690067,7.105609154818472,14.719647508560524,1.0
39.53670564504982,25.5698769644723,9.31165363275994,15.904206588580564,1.0
39.206555410601176,55.37459656457406,7.369333325010201,21.710837507203877,1.0
39.77258874527213,39.78475027177196,9.29162279321254,19.62967625790902,1.0
